Subregion,ElementID
Fresno ID A,23196
Fresno ID A,23197
Fresno ID A,23198
Fresno ID A,23199
Fresno ID A,23200
Fresno ID A,23311
Fresno ID A,23312
Fresno ID A,23313
Fresno ID A,23314
Fresno ID A,23315
Fresno ID A,23316
Fresno ID A,23317
Fresno ID A,23318
Fresno ID A,23319
Fresno ID A,23320
Fresno ID A,23321
Fresno ID A,23322
Fresno ID A,23323
Fresno ID A,23324
Fresno ID A,23325
Fresno ID A,23326
Fresno ID A,23327
Fresno ID A,23328
Fresno ID A,23329
Fresno ID A,23330
Fresno ID A,23331
Fresno ID A,23332
Fresno ID A,23337
Fresno ID A,23338
Fresno ID A,23339
Fresno ID A,23344
Fresno ID A,23345
Fresno ID A,23346
Fresno ID A,23348
Fresno ID A,23349
Fresno ID A,23350
Fresno ID A,23351
Fresno ID A,23352
Fresno ID A,23353
Fresno ID A,23354
Fresno ID A,23355
Fresno ID A,23443
Fresno ID A,23444
Fresno ID A,23445
Fresno ID A,23446
Fresno ID A,23447
Fresno ID A,23448
Fresno ID A,23449
Fresno ID A,23450
Fresno ID A,23451
Fresno ID A,23452
Fresno ID A,23453
Fresno ID A,23454
Fresno ID A,23455
Fresno ID A,23456
Fresno ID A,23457
Fresno ID A,23458
Fresno ID A,23459
Fresno ID A,23460
Fresno ID A,23461
Fresno ID A,23462
Fresno ID A,23464
Fresno ID A,23465
Fresno ID A,23466
Fresno ID A,23467
Fresno ID A,23468
Fresno ID A,23469
Fresno ID A,23470
Fresno ID A,23471
Fresno ID A,23472
Fresno ID A,23473
Fresno ID A,23474
Fresno ID A,23475
Fresno ID A,23476
Fresno ID A,23477
Fresno ID A,23478
Fresno ID A,23479
Fresno ID A,23563
Fresno ID A,23564
Fresno ID A,23565
Fresno ID A,23566
Fresno ID A,23568
Fresno ID A,23569
Fresno ID A,23570
Fresno ID A,23571
Fresno ID A,23572
Fresno ID A,23573
Fresno ID A,23574
Fresno ID A,23575
Fresno ID A,23576
Fresno ID A,23577
Fresno ID A,23578
Fresno ID A,23579
Fresno ID A,23580
Fresno ID A,23581
Fresno ID A,23582
Fresno ID A,23583
Fresno ID A,23584
Fresno ID A,23585
Fresno ID A,23586
Fresno ID A,23662
Fresno ID A,23663
Fresno ID A,23664
Fresno ID A,23665
Fresno ID A,23666
Fresno ID A,23667
Fresno ID A,23668
Fresno ID A,23669
Fresno ID A,23670
Fresno ID A,23671
Fresno ID A,23672
Fresno ID A,23673
Fresno ID A,23674
Fresno ID A,23675
Fresno ID A,23676
Fresno ID A,23677
Fresno ID A,23678
Fresno ID A,23679
Fresno ID A,23680
Fresno ID A,23755
Fresno ID A,23756
Fresno ID A,23757
Fresno ID A,23758
Fresno ID A,23759
Fresno ID A,23760
Fresno ID A,23761
Fresno ID A,23762
Fresno ID A,23763
Fresno ID A,23764
Fresno ID A,23765
Fresno ID A,23766
Fresno ID A,23767
Fresno ID A,23844
Fresno ID A,23845
Fresno ID A,23846
Fresno ID A,23847
Fresno ID A,23848
Fresno ID A,23849
Fresno ID A,23850
Fresno ID A,23851
Fresno ID A,23852
Fresno ID A,23853
Fresno ID A,23854
Fresno ID A,23855
Fresno ID A,23856
Fresno ID A,23936
Fresno ID A,23937
Fresno ID A,23938
Fresno ID A,23939
Fresno ID A,23940
Fresno ID A,23941
Fresno ID A,23942
Fresno ID A,23943
Fresno ID A,23944
Fresno ID A,23945
Fresno ID A,23946
Fresno ID A,24029
Fresno ID A,24030
Fresno ID A,24031
Fresno ID A,24032
Fresno ID A,24033
Fresno ID A,24034
Fresno ID A,24035
Fresno ID A,24114
Fresno ID A,24115
Fresno ID A,24116
Fresno ID A,24117
Consolidated ID B,24131
Consolidated ID B,24132
Consolidated ID B,24133
Consolidated ID B,24134
Consolidated ID B,24135
Consolidated ID B,24136
Consolidated ID B,24214
Consolidated ID B,24215
Consolidated ID B,24216
Consolidated ID B,24217
Consolidated ID B,24218
Consolidated ID B,24219
Consolidated ID B,24298
Consolidated ID B,24299
Consolidated ID B,24300
Consolidated ID B,24301
Consolidated ID B,24302
Consolidated ID B,24303
Consolidated ID B,24304
Consolidated ID B,24305
Consolidated ID B,24387
Consolidated ID B,24388
Consolidated ID B,24389
Consolidated ID B,24390
Consolidated ID B,24391
Consolidated ID B,24392
Consolidated ID B,24393
Consolidated ID B,24486
Consolidated ID B,24487
Consolidated ID B,24488
Consolidated ID B,24489
Consolidated ID B,24490
Consolidated ID B,24491
Consolidated ID B,24597
Consolidated ID B,24598
Consolidated ID B,24599
Consolidated ID B,24600
Consolidated ID B,24601
Consolidated ID B,24602
Consolidated ID B,24715
Consolidated ID B,24716
Consolidated ID B,24717
Consolidated ID B,24719
Consolidated ID B,24720
Consolidated ID B,24721
Consolidated ID B,24722
Consolidated ID B,24723
Consolidated ID B,24724
Consolidated ID B,24848
Consolidated ID B,24849
Consolidated ID B,24850
Consolidated ID B,24851
Consolidated ID B,24852
Consolidated ID B,24853
Consolidated ID B,24854
Consolidated ID B,24855
Consolidated ID B,24856
Consolidated ID B,24857
Consolidated ID B,24858
Consolidated ID B,24992
Consolidated ID B,24993
Consolidated ID B,24994
Consolidated ID B,24995
Consolidated ID B,24996
Consolidated ID B,24997
Consolidated ID B,24998
Consolidated ID B,24999
Consolidated ID B,25000
Consolidated ID B,25001
Consolidated ID B,25002
Consolidated ID B,25003
Consolidated ID B,25004
Consolidated ID B,25005
Consolidated ID B,25006
Consolidated ID B,25007
Consolidated ID B,25008
Consolidated ID B,25009
Consolidated ID B,25140
Consolidated ID B,25141
Consolidated ID B,25142
Consolidated ID B,25143
Consolidated ID B,25144
Consolidated ID B,25145
Consolidated ID B,25147
Consolidated ID B,25148
Consolidated ID B,25149
Consolidated ID B,25150
Consolidated ID B,25151
Consolidated ID B,25152
Consolidated ID B,25153
Consolidated ID B,25154
Consolidated ID B,25155
Consolidated ID B,25157
Consolidated ID B,25158
Consolidated ID B,25159
Consolidated ID B,25296
Consolidated ID B,25297
Consolidated ID B,25298
Consolidated ID B,25299
Consolidated ID B,25300
Consolidated ID B,25301
Consolidated ID B,25306
Consolidated ID B,25307
Consolidated ID B,25454
Consolidated ID A,24020
Consolidated ID A,24021
Consolidated ID A,24022
Consolidated ID A,24023
Consolidated ID A,24103
Consolidated ID A,24104
Consolidated ID A,24105
Consolidated ID A,24106
Consolidated ID A,24107
Consolidated ID A,24108
Consolidated ID A,24192
Consolidated ID A,24193
Consolidated ID A,24194
Consolidated ID A,24195
Consolidated ID A,24196
Consolidated ID A,24197
Consolidated ID A,24198
Consolidated ID A,24213
Consolidated ID A,24275
Consolidated ID A,24276
Consolidated ID A,24277
Consolidated ID A,24278
Consolidated ID A,24279
Consolidated ID A,24280
Consolidated ID A,24281
Consolidated ID A,24282
Consolidated ID A,24283
Consolidated ID A,24294
Consolidated ID A,24295
Consolidated ID A,24296
Consolidated ID A,24297
Consolidated ID A,24366
Consolidated ID A,24367
Consolidated ID A,24368
Consolidated ID A,24369
Consolidated ID A,24370
Consolidated ID A,24371
Consolidated ID A,24372
Consolidated ID A,24373
Consolidated ID A,24374
Consolidated ID A,24375
Consolidated ID A,24376
Consolidated ID A,24377
Consolidated ID A,24378
Consolidated ID A,24380
Consolidated ID A,24381
Consolidated ID A,24382
Consolidated ID A,24383
Consolidated ID A,24384
Consolidated ID A,24385
Consolidated ID A,24386
Consolidated ID A,24467
Consolidated ID A,24470
Consolidated ID A,24471
Consolidated ID A,24472
Consolidated ID A,24473
Consolidated ID A,24474
Consolidated ID A,24475
Consolidated ID A,24476
Consolidated ID A,24477
Consolidated ID A,24478
Consolidated ID A,24479
Consolidated ID A,24480
Consolidated ID A,24481
Consolidated ID A,24483
Consolidated ID A,24484
Consolidated ID A,24485
Consolidated ID A,24579
Consolidated ID A,24580
Consolidated ID A,24581
Consolidated ID A,24582
Consolidated ID A,24583
Consolidated ID A,24584
Consolidated ID A,24585
Consolidated ID A,24586
Consolidated ID A,24587
Consolidated ID A,24588
Consolidated ID A,24589
Consolidated ID A,24592
Consolidated ID A,24593
Consolidated ID A,24594
Consolidated ID A,24701
Consolidated ID A,24702
Consolidated ID A,24703
Consolidated ID A,24704
Consolidated ID A,24705
Consolidated ID A,24706
Consolidated ID A,24707
Consolidated ID A,24708
Consolidated ID A,24711
Consolidated ID A,24712
Consolidated ID A,24713
Consolidated ID A,24714
Consolidated ID A,24837
Consolidated ID A,24838
Consolidated ID A,24839
Consolidated ID A,24840
Consolidated ID A,24841
Consolidated ID A,24842
Consolidated ID A,24843
Consolidated ID A,24845
Consolidated ID A,24846
Consolidated ID A,24847
Consolidated ID A,24982
Consolidated ID A,24983
Consolidated ID A,24984
Consolidated ID A,24985
Consolidated ID A,24986
Consolidated ID A,24987
Consolidated ID A,24988
Consolidated ID A,24989
Consolidated ID A,24990
Consolidated ID A,24991
Consolidated ID A,25129
Consolidated ID A,25130
Consolidated ID A,25131
Consolidated ID A,25132
Consolidated ID A,25133
Consolidated ID A,25134
Consolidated ID A,25135
Consolidated ID A,25136
Consolidated ID A,25137
Consolidated ID A,25138
Consolidated ID A,25139
Consolidated ID A,25284
Consolidated ID A,25285
Consolidated ID A,25286
Consolidated ID A,25287
Consolidated ID A,25288
Consolidated ID A,25289
Consolidated ID A,25290
Consolidated ID A,25291
Consolidated ID A,25292
Consolidated ID A,25293
Consolidated ID A,25294
Consolidated ID A,25295
Consolidated ID A,25440
Consolidated ID A,25441
Consolidated ID A,25442
Consolidated ID A,25443
Consolidated ID A,25444
Consolidated ID A,25445
Consolidated ID A,25446
Consolidated ID A,25447
Consolidated ID A,25448
Consolidated ID A,25449
Consolidated ID A,25450
Consolidated ID A,25451
Consolidated ID A,25592
Consolidated ID A,25593
Consolidated ID A,25594
Consolidated ID A,25595
Consolidated ID A,25596
Consolidated ID A,25597
Consolidated ID A,25598
Consolidated ID A,25599
Consolidated ID A,25600
Consolidated ID A,25601
Consolidated ID A,25602
Consolidated ID A,25607
Consolidated ID A,25723
Consolidated ID A,25724
Consolidated ID A,25725
Consolidated ID A,25726
Consolidated ID A,25727
Consolidated ID A,25728
Consolidated ID A,25729
Consolidated ID A,25730
Consolidated ID A,25731
Consolidated ID A,25732
Consolidated ID A,25735
Consolidated ID A,25844
Consolidated ID A,25845
Consolidated ID A,25846
Consolidated ID A,25847
Consolidated ID A,25848
Consolidated ID A,25849
Consolidated ID A,25850
Consolidated ID A,25851
Consolidated ID A,25852
Consolidated ID A,25853
Consolidated ID A,25854
Consolidated ID A,25955
Consolidated ID A,25958
Consolidated ID A,25959
Consolidated ID A,25960
Consolidated ID A,25961
Consolidated ID A,25963
Consolidated ID A,25964
Consolidated ID A,25965
Consolidated ID A,26071
Groundwater Only A,22580
Groundwater Only A,22581
Groundwater Only A,22582
Groundwater Only A,22584
Groundwater Only A,22585
Groundwater Only A,22586
Groundwater Only A,22587
Groundwater Only A,22685
Groundwater Only A,22686
Groundwater Only A,22687
Groundwater Only A,22688
Groundwater Only A,22689
Groundwater Only A,22690
Groundwater Only A,22693
Groundwater Only A,22788
Groundwater Only A,22789
Groundwater Only A,22790
Groundwater Only A,22792
Groundwater Only A,22793
Groundwater Only A,22794
Groundwater Only A,22795
Groundwater Only A,22796
Groundwater Only A,22797
Groundwater Only A,22798
Groundwater Only A,22799
Groundwater Only A,22800
Groundwater Only A,22801
Groundwater Only A,22907
Groundwater Only A,22908
Groundwater Only A,22909
Groundwater Only A,22910
Groundwater Only A,22911
Groundwater Only A,22912
Groundwater Only A,22913
Groundwater Only A,22914
Groundwater Only A,22915
Groundwater Only A,22916
Groundwater Only A,22917
Groundwater Only A,22918
Groundwater Only A,22919
Groundwater Only A,22920
Groundwater Only A,22921
Groundwater Only A,22925
Groundwater Only A,22926
Groundwater Only A,22927
Groundwater Only A,22928
Groundwater Only A,22929
Groundwater Only A,22936
Groundwater Only A,22937
Groundwater Only A,22938
Groundwater Only A,23041
Groundwater Only A,23042
Groundwater Only A,23046
Groundwater Only A,23047
Groundwater Only A,23048
Groundwater Only A,23049
Groundwater Only A,23050
Groundwater Only A,23051
Groundwater Only A,23052
Groundwater Only A,23053
Groundwater Only A,23055
Groundwater Only A,23056
Groundwater Only A,23057
Groundwater Only A,23058
Groundwater Only A,23059
Groundwater Only A,23060
Groundwater Only A,23061
Groundwater Only A,23062
Groundwater Only A,23064
Groundwater Only A,23066
Groundwater Only A,23067
Groundwater Only A,23068
Groundwater Only A,23183
Groundwater Only A,23184
Groundwater Only A,23190
Groundwater Only A,23191
Groundwater Only A,23192
Groundwater Only B,22902
Groundwater Only B,22903
Groundwater Only B,22904
Groundwater Only B,23035
Groundwater Only B,23036
Groundwater Only B,23037
Groundwater Only B,23038
Groundwater Only B,23039
Groundwater Only B,23040
Groundwater Only B,23176
Groundwater Only B,23177
Groundwater Only B,23178
Groundwater Only B,23179
Groundwater Only B,23180
Groundwater Only B,23181
Groundwater Only B,23182
Groundwater Only B,23299
Groundwater Only B,23300
Groundwater Only B,23302
Groundwater Only B,23305
Groundwater Only B,23306
Groundwater Only B,23307
Groundwater Only B,23308
Groundwater Only B,23309
Groundwater Only B,23310
Groundwater Only B,23432
Groundwater Only B,23433
Groundwater Only B,23434
Groundwater Only B,23435
Groundwater Only B,23436
Groundwater Only B,23437
Groundwater Only B,23438
Groundwater Only B,23439
Groundwater Only B,23440
Groundwater Only B,23441
Groundwater Only B,23442
Groundwater Only B,23548
Groundwater Only B,23549
Groundwater Only B,23550
Groundwater Only B,23551
Groundwater Only B,23552
Groundwater Only B,23553
Groundwater Only B,23554
Groundwater Only B,23555
Groundwater Only B,23556
Groundwater Only B,23557
Groundwater Only B,23558
Groundwater Only B,23559
Groundwater Only B,23562
Groundwater Only B,23644
Groundwater Only B,23645
Groundwater Only B,23646
Groundwater Only B,23647
Groundwater Only B,23648
Groundwater Only B,23649
Groundwater Only B,23650
Groundwater Only B,23651
Groundwater Only B,23652
Groundwater Only B,23653
Groundwater Only B,23654
Groundwater Only B,23741
Coelho Family Trust,22380
Coelho Family Trust,22474
Coelho Family Trust,22475
Coelho Family Trust,22476
Coelho Family Trust,22477
Coelho Family Trust,22573
Coelho Family Trust,22574
Coelho Family Trust,22575
Coelho Family Trust,22578
Coelho Family Trust,22675
Coelho Family Trust,22676
Groundwater Only C,22289
Groundwater Only C,22290
Groundwater Only C,22384
Groundwater Only C,22385
Groundwater Only C,22386
Groundwater Only C,22387
Groundwater Only C,22388
Groundwater Only C,22389
Groundwater Only C,22390
Groundwater Only C,22478
Groundwater Only C,22479
Groundwater Only C,22480
Groundwater Only C,22481
Groundwater Only C,22482
Groundwater Only C,22483
Groundwater Only C,22484
Groundwater Only C,22485
Groundwater Only C,22486
Groundwater Only C,22489
Groundwater Only C,22579
Groundwater Only C,22583
Groundwater Only C,22588
Groundwater Only C,22589
Murphy Slough Assoc,23643
Murphy Slough Assoc,23737
Murphy Slough Assoc,23738
Murphy Slough Assoc,23740
Murphy Slough Assoc,23819
Murphy Slough Assoc,23820
Murphy Slough Assoc,23821
Murphy Slough Assoc,23822
Murphy Slough Assoc,23823
Murphy Slough Assoc,23824
Murphy Slough Assoc,23825
Murphy Slough Assoc,23826
Murphy Slough Assoc,23827
Murphy Slough Assoc,23828
Murphy Slough Assoc,23912
Murphy Slough Assoc,23913
Murphy Slough Assoc,23914
Murphy Slough Assoc,23915
Murphy Slough Assoc,23916
Murphy Slough Assoc,23917
Murphy Slough Assoc,23918
Murphy Slough Assoc,23919
Murphy Slough Assoc,23920
Murphy Slough Assoc,24003
Murphy Slough Assoc,24004
Murphy Slough Assoc,24005
Murphy Slough Assoc,24006
Murphy Slough Assoc,24007
Murphy Slough Assoc,24008
Murphy Slough Assoc,24009
Murphy Slough Assoc,24010
Murphy Slough Assoc,24089
Murphy Slough Assoc,24090
Murphy Slough Assoc,24091
Murphy Slough Assoc,24092
Murphy Slough Assoc,24093
Murphy Slough Assoc,24176
Murphy Slough Assoc,24177
Murphy Slough Assoc,24178
Murphy Slough Assoc,24179
Murphy Slough Assoc,24180
Murphy Slough Assoc,24181
Murphy Slough Assoc,24182
Murphy Slough Assoc,24183
Murphy Slough Assoc,24184
Murphy Slough Assoc,24186
Murphy Slough Assoc,24263
Murphy Slough Assoc,24264
Murphy Slough Assoc,24265
Murphy Slough Assoc,24266
Murphy Slough Assoc,24267
Murphy Slough Assoc,24268
Murphy Slough Assoc,24269
Murphy Slough Assoc,24270
Murphy Slough Assoc,24271
Murphy Slough Assoc,24359
Murphy Slough Assoc,24360
Murphy Slough Assoc,24361
Murphy Slough Assoc,24362
Murphy Slough Assoc,24462
Murphy Slough Assoc,24571
Murphy Slough Assoc,24572
Murphy Slough Assoc,24689
Murphy Slough Assoc,24690
Murphy Slough Assoc,24693
Murphy Slough Assoc,24694
Murphy Slough Assoc,24826
Murphy Slough Assoc,24827
Murphy Slough Assoc,24828
Murphy Slough Assoc,24829
Murphy Slough Assoc,24830
Laguna ID,24554
Laguna ID,24555
Laguna ID,24556
Laguna ID,24557
Laguna ID,24558
Laguna ID,24559
Laguna ID,24670
Laguna ID,24671
Laguna ID,24672
Laguna ID,24673
Laguna ID,24674
Laguna ID,24675
Laguna ID,24676
Laguna ID,24677
Laguna ID,24678
Laguna ID,24679
Laguna ID,24680
Laguna ID,24804
Laguna ID,24805
Laguna ID,24806
Laguna ID,24807
Laguna ID,24808
Laguna ID,24809
Laguna ID,24810
Laguna ID,24811
Laguna ID,24812
Laguna ID,24813
Laguna ID,24814
Laguna ID,24815
Laguna ID,24816
Laguna ID,24817
Laguna ID,24818
Laguna ID,24820
Laguna ID,24948
Laguna ID,24953
Laguna ID,24954
Laguna ID,24955
Laguna ID,24956
Laguna ID,24957
Laguna ID,24958
Laguna ID,24959
Laguna ID,24960
Laguna ID,24961
Laguna ID,24962
Laguna ID,24963
Laguna ID,24964
Laguna ID,24965
Laguna ID,24966
Laguna ID,24967
Laguna ID,24968
Laguna ID,24969
Laguna ID,24970
Laguna ID,24971
Laguna ID,24972
Laguna ID,24973
Laguna ID,24974
Laguna ID,24975
Laguna ID,24976
Laguna ID,25100
Laguna ID,25101
Laguna ID,25102
Laguna ID,25103
Laguna ID,25104
Laguna ID,25105
Laguna ID,25106
Laguna ID,25107
Laguna ID,25108
Laguna ID,25109
Laguna ID,25110
Laguna ID,25111
Laguna ID,25112
Laguna ID,25113
Laguna ID,25114
Laguna ID,25115
Laguna ID,25116
Laguna ID,25117
Laguna ID,25118
Laguna ID,25119
Laguna ID,25120
Laguna ID,25121
Laguna ID,25122
Laguna ID,25123
Laguna ID,25249
Laguna ID,25250
Laguna ID,25251
Laguna ID,25252
Laguna ID,25253
Laguna ID,25254
Laguna ID,25255
Laguna ID,25256
Laguna ID,25257
Laguna ID,25258
Laguna ID,25259
Laguna ID,25260
Laguna ID,25261
Laguna ID,25262
Laguna ID,25263
Laguna ID,25264
Laguna ID,25265
Laguna ID,25266
Laguna ID,25267
Laguna ID,25268
Laguna ID,25269
Laguna ID,25270
Laguna ID,25271
Laguna ID,25272
Laguna ID,25273
Laguna ID,25274
Laguna ID,25275
Laguna ID,25276
Laguna ID,25401
Laguna ID,25402
Laguna ID,25403
Laguna ID,25404
Laguna ID,25405
Laguna ID,25406
Laguna ID,25407
Laguna ID,25408
Laguna ID,25409
Laguna ID,25410
Laguna ID,25411
Laguna ID,25412
Laguna ID,25413
Laguna ID,25414
Laguna ID,25415
Laguna ID,25416
Laguna ID,25417
Laguna ID,25418
Laguna ID,25419
Laguna ID,25424
Laguna ID,25425
Laguna ID,25428
Laguna ID,25429
Laguna ID,25430
Laguna ID,25431
Laguna ID,25557
Laguna ID,25558
Laguna ID,25559
Laguna ID,25560
Laguna ID,25561
Laguna ID,25562
Laguna ID,25563
Laguna ID,25564
Laguna ID,25565
Laguna ID,25567
Laguna ID,25568
Laguna ID,25569
Laguna ID,25570
Laguna ID,25571
Groundwater Only E,24952
Groundwater Only E,25096
Groundwater Only E,25097
Groundwater Only E,25098
Groundwater Only E,25099
Groundwater Only E,25246
Groundwater Only E,25247
Groundwater Only E,25248
Groundwater Only E,25398
Groundwater Only E,25399
Groundwater Only E,25400
Groundwater Only E,25549
Groundwater Only E,25550
Groundwater Only E,25551
Groundwater Only E,25552
Groundwater Only E,25553
Groundwater Only E,25554
Groundwater Only E,25555
Groundwater Only E,25556
Groundwater Only E,25566
Groundwater Only E,25572
Groundwater Only E,25690
Groundwater Only E,25691
Groundwater Only E,25692
Groundwater Only E,25693
Groundwater Only E,25694
Groundwater Only E,25695
Groundwater Only E,25696
Groundwater Only E,25697
Groundwater Only E,25698
Groundwater Only E,25699
Groundwater Only E,25700
Groundwater Only E,25701
Groundwater Only E,25702
Groundwater Only E,25703
Groundwater Only E,25704
Groundwater Only E,25818
Groundwater Only E,25819
Groundwater Only E,25820
Groundwater Only E,25821
Groundwater Only E,25822
Groundwater Only E,25823
Groundwater Only E,25824
Groundwater Only E,25825
Groundwater Only E,25826
Groundwater Only E,25827
Groundwater Only E,25935
Groundwater Only E,25936
Groundwater Only E,25937
Groundwater Only E,25938
Groundwater Only E,25939
Groundwater Only D,24980
Groundwater Only D,24981
Groundwater Only D,25124
Groundwater Only D,25125
Groundwater Only D,25126
Groundwater Only D,25127
Groundwater Only D,25128
Groundwater Only D,25277
Groundwater Only D,25278
Groundwater Only D,25279
Groundwater Only D,25280
Groundwater Only D,25281
Groundwater Only D,25282
Groundwater Only D,25283
Groundwater Only D,25432
Groundwater Only D,25433
Groundwater Only D,25434
Groundwater Only D,25435
Groundwater Only D,25436
Groundwater Only D,25437
Groundwater Only D,25438
Groundwater Only D,25439
Groundwater Only D,25585
Groundwater Only D,25586
Groundwater Only D,25587
Groundwater Only D,25588
Groundwater Only D,25590
Groundwater Only D,25591
Groundwater Only D,25716
